10919
0.009628 0.0 0.007243 0.009074 0.0 0.007829 0.0098 0.0 0.008
-0.009611 0.0 -0.00738 -0.008923 0.0 -0.007783 -0.009828 0.0 -0.008204
0.010146 0.0 0.009276 0.010508 0.0 0.009647 0.010714 0.0 0.009077
-0.010124 0.0 -0.009221 -0.010508 0.0 -0.009647 -0.010714 0.0 -0.009077
0.006098 0.0 0.008458 0.005663 0.0 0.008847 0.00613 0.0 0.0091
-0.008558 0.0 -0.010801 -0.008056 0.0 -0.010284 -0.007762 0.0 -0.010867
0.008015 0.0 0.010245 0.007212 0.0 0.010171 0.007712 0.0 0.010828
0.008503 0.0 0.010744 0.008015 0.0 0.010245 0.007712 0.0 0.010828
0.009074 0.0 0.007829 0.009461 0.0 0.008516 0.0098 0.0 0.008
-0.006795 0.0 -0.005662 -0.006058 0.0 -0.006034 -0.006649 0.0 -0.006449
0.007393 0.0 0.007034 0.006948 0.0 0.007612 0.007675 0.0 0.007671
-0.004381 0.0 -0.00894 -0.004979 0.0 -0.008454 -0.004358 0.0 -0.008104
0.006001 0.0 0.006122 0.006056 0.0 0.006881 0.006535 0.0 0.006244
0.006056 0.0 0.006881 0.005232 0.0 0.006929 0.005479 0.0 0.007486
0.008553 0.0 0.000756 0.008104 0.0 0.001599 0.008865 0.0 0.001341
0.009266 0.0 0.000732 0.008553 0.0 0.000756 0.008865 0.0 0.001341
-0.006776 0.0 -0.004966 -0.006795 0.0 -0.005662 -0.007375 0.0 -0.005196
-0.008504 0.0 -0.000872 -0.008061 0.0 -0.001491 -0.008835 0.0 -0.001374
0.003644 0.0 -0.008351 0.002951 0.0 -0.008161 0.003368 0.0 -0.00763
0.010134 0.0 -0.003053 0.010839 0.0 -0.002823 0.010732 0.0 -0.003413
-0.000293 0.0 0.01121 -0.000573 0.0 0.010435 -0.001103 0.0 0.01103
-0.000848 0.0 0.009786 -0.000573 0.0 0.010435 -6e-05 0.0 0.009898
0.010508 0.0 0.009647 0.011102 0.0 0.009648 0.010714 0.0 0.009077
-0.010508 0.0 -0.009647 -0.011102 0.0 -0.009648 -0.010714 0.0 -0.009077
0.000224 0.0 0.011838 0.000556 0.0 0.01121 -0.000293 0.0 0.01121
0.011765 0.0 0.000674 0.011181 0.0 0.000579 0.011245 0.0 0.001184
0.006656 0.0 -0.009013 0.006515 0.0 -0.008238 0.007282 0.0 -0.008516
-0.002324 0.0 0.009513 -0.002086 0.0 0.01024 -0.001622 0.0 0.009676
-0.006658 0.0 -0.009666 -0.00695 0.0 -0.008975 -0.006249 0.0 -0.008984
-0.000849 0.0 0.011758 -0.000293 0.0 0.01121 -0.001103 0.0 0.01103
-0.000573 0.0 0.010435 -0.001358 0.0 0.010302 -0.001103 0.0 0.01103
-0.002086 0.0 0.01024 -0.001358 0.0 0.010302 -0.001622 0.0 0.009676
-0.001358 0.0 0.010302 -0.000848 0.0 0.009786 -0.001622 0.0 0.009676
-0.000848 0.0 0.009786 -0.001358 0.0 0.010302 -0.000573 0.0 0.010435
0.009553 0.0 0.010231 0.009241 0.0 0.010764 0.010097 0.0 0.010788
-0.009564 0.0 -0.010119 -0.009251 0.0 -0.010779 -0.010097 0.0 -0.010788
0.009689 0.0 0.002212 0.010361 0.0 0.002046 0.009857 0.0 0.001584
-0.009664 0.0 -0.002165 -0.01029 0.0 -0.001976 -0.009798 0.0 -0.001561
0.010196 0.0 0.002707 0.010361 0.0 0.002046 0.009689 0.0 0.002212
0.01089 0.0 0.002455 0.010196 0.0 0.002707 0.010805 0.0 0.003187
0.010361 0.0 0.002046 0.010196 0.0 0.002707 0.01089 0.0 0.002455
